page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
215,10,18 December 2024,2024-12-18 00:00:00,Unveiling distinct and shared germline genetic landscapes of multiple cancers and skin diseases through comparative whole-genome analysis,https://www.ukbiobank.ac.uk/projects/unveiling-distinct-and-shared-germline-genetic-landscapes-of-multiple-cancers-and-skin-diseases-through-comparative-whole-genome-analysis/,"Central South University, China",Recent advances in genetic research have significantly expanded our understanding of both cancers and skin diseases. Large-scale efforts like The Cancer Genome Atlas have mapped…,2141 to 2150 of 6936 results found
216,1,17 December 2024,2024-12-17 00:00:00,Comparative Analysis of Risk Profiles and Longitudinal Changes in Risk Factors for Colorectal and Lung Cancer: Insights from the UK Biobank,https://www.ukbiobank.ac.uk/projects/comparative-analysis-of-risk-profiles-and-longitudinal-changes-in-risk-factors-for-colorectal-and-lung-cancer-insights-from-the-uk-biobank/,"Imperial College London, Great Britain",This project aims to conduct a comprehensive analysis of risk profiles and longitudinal changes in risk factors for colorectal cancer (CRC) and lung cancer using…,2151 to 2160 of 6936 results found
216,2,17 December 2024,2024-12-17 00:00:00,Do physical activity levels reduce the risk of developing cerebrovascular diseases and improve mental health in adults living with atrial fibrillation?,https://www.ukbiobank.ac.uk/projects/do-physical-activity-levels-reduce-the-risk-of-developing-cerebrovascular-diseases-and-improve-mental-health-in-adults-living-with-atrial-fibrillation/,"Deakin University, Australia",Adults with atrial fibrillation (AF) have an increased risk to cerebrovascular diseases compared to adults without AF. Current literature has found adults with AF have…,2151 to 2160 of 6936 results found
216,3,17 December 2024,2024-12-17 00:00:00,"Discovery, development, and validation of biomarkers and imaging phenotypes for neurodegenerative diseases",https://www.ukbiobank.ac.uk/projects/discovery-development-and-validation-of-biomarkers-and-imaging-phenotypes-for-neurodegenerative-diseases/,"Octave Bioscience, Inc, United States of America","Our research project aims to discover, develop, and validate both protein and imaging biomarkers for neurodegenerative diseases, such as multiple sclerosis and Parkinson’s disease, over…",2151 to 2160 of 6936 results found
216,4,17 December 2024,2024-12-17 00:00:00,Trend and Risk Factor Analysis of Chronic Respiratory Diseases and Their Multimorbidity,https://www.ukbiobank.ac.uk/projects/trend-and-risk-factor-analysis-of-chronic-respiratory-diseases-and-their-multimorbidity/,"Tsinghua University, China","Our research project aims to delve into the world of respiratory diseases, with a special focus on Chronic Obstructive Pulmonary Disease (COPD), a condition that…",2151 to 2160 of 6936 results found
216,5,17 December 2024,2024-12-17 00:00:00,HDL subtypes and risk of dementia,https://www.ukbiobank.ac.uk/projects/hdl-subtypes-and-risk-of-dementia/,"University of Minnesota Twin Cities, United States of America",Aim/Hypothesis: Higher plasma small HDL is associated with reduced risk of dementia in cognitive normal participants. Scientific Rationale: Plasma small HDL might across the…,2151 to 2160 of 6936 results found
216,6,17 December 2024,2024-12-17 00:00:00,"Exploration of the link between fibrotic, inflammatory and metabolic changes in cancer",https://www.ukbiobank.ac.uk/projects/exploration-of-the-link-between-fibrotic-inflammatory-and-metabolic-changes-in-cancer/,"Uniklinik RWTH Aachen, Germany","Our research aims to understand how certain changes in our body’s tissues and processes, in particular fibrosis (or scarring), inflammation and metabolic changes, play a…",2151 to 2160 of 6936 results found
216,7,17 December 2024,2024-12-17 00:00:00,"Changing the sodium homeostasis paradigm: the role of macrophages in sodium sensitivity, a candidate gene study using the UK biobank cohort.",https://www.ukbiobank.ac.uk/projects/changing-the-sodium-homeostasis-paradigm-the-role-of-macrophages-in-sodium-sensitivity-a-candidate-gene-study-using-the-uk-biobank-cohort/,"Amsterdam UMC Research BV, Netherlands","We know that salt intake is important with regards to health. Specifically related to issues such as high blood pressure, heart disease and kidney disease.",2151 to 2160 of 6936 results found
216,8,17 December 2024,2024-12-17 00:00:00,Predicting metabolic diseases progression and customizing intervention strategies using Transformer models with multimodal data,https://www.ukbiobank.ac.uk/projects/predicting-metabolic-diseases-progression-and-customizing-intervention-strategies-using-transformer-models-with-multimodal-data/,"Peking University People's Hospital., China","Metabolic diseases, including prediabetes, diabetes, obesity, insulin resistance, and fatty liver disease, affect a large portion of the global population and increase the risk of…",2151 to 2160 of 6936 results found
216,9,17 December 2024,2024-12-17 00:00:00,Study of biological ageing and immune dysfunction influencing cancer risk,https://www.ukbiobank.ac.uk/projects/study-of-biological-ageing-and-immune-dysfunction-influencing-cancer-risk/,"Institut d'Investigació Biomèdica de Girona (IDIBGI), Spain","Human epidemiological and disease studies, and animal model analyses have shown the relevance of proper immune system function in preventing cancer development. For example, immunosuppressed…",2151 to 2160 of 6936 results found
216,10,17 December 2024,2024-12-17 00:00:00,"Applying machine learning to metabolic diseases: biomarker verification, pathway analysis, predictive model enhancement, and personalized medicine with Explainable AI",https://www.ukbiobank.ac.uk/projects/applying-machine-learning-to-metabolic-diseases-biomarker-verification-pathway-analysis-predictive-model-enhancement-and-personalized-medicine-with-explainable-ai/,"Helmholtz Zentrum Munchen, Germany","Using data from the UK Biobank (UKBB), we aim to improve our ability to predict metabolic diseases utilizing advanced deep-learning models. These models will help…",2151 to 2160 of 6936 results found
217,1,17 December 2024,2024-12-17 00:00:00,The role of rare coding variants in Systemic Lupus Erythematosus and Sjögen’s Disease risk and phenotypes,https://www.ukbiobank.ac.uk/projects/the-role-of-rare-coding-variants-in-systemic-lupus-erythematosus-and-sjogens-disease-risk-and-phenotypes/,"National Human Genome Research Institute, United States of America",Systemic lupus erythematosus (SLE) and Sjögren’s Disease (SD) are both complex autoimmune diseases that primarily affect women with manifestations that can span many organs and…,2161 to 2170 of 6936 results found
217,2,17 December 2024,2024-12-17 00:00:00,Spectrum of Recessiveness and Clinical Characterization of Arterial Tortuosity Syndrome (ATS) Carriers (SLC2A10 variants) in the UK Biobank Dataset,https://www.ukbiobank.ac.uk/projects/spectrum-of-recessiveness-and-clinical-characterization-of-arterial-tortuosity-syndrome-ats-carriers-slc2a10-variants-in-the-uk-biobank-dataset/,"Ghent University, Belgium","Arterial Tortuosity Syndrome (ATS) is a rare genetic condition that affects the body’s connective tissues, causing major arteries to twist and elongate, which can lead…",2161 to 2170 of 6936 results found
217,3,17 December 2024,2024-12-17 00:00:00,Training foundation models for the brain,https://www.ukbiobank.ac.uk/projects/training-foundation-models-for-the-brain/,"Stanford University, United States of America","Brain imaging technologies capture the neurons and brain circuitry with different modalities, including structural and functional management resonance imaging (MRIs). We aim to build a…",2161 to 2170 of 6936 results found
217,4,17 December 2024,2024-12-17 00:00:00,"The association of clinical, biological, behavioral, and environmental risk factors with incident risk of age-related diseases and comorbidity",https://www.ukbiobank.ac.uk/projects/the-association-of-clinical-biological-behavioral-and-environmental-risk-factors-with-incident-risk-of-age-related-diseases-and-comorbidity/,"Tianjin Medical University, China","In recent years, the aging of the population has progressed rapidly, and the burden of age-related diseases and comorbidity among elderly people is heavy, especially…",2161 to 2170 of 6936 results found
217,5,17 December 2024,2024-12-17 00:00:00,Predicting Preeclampsia Severity: A Machine Learning Approach Using Genomic Data and Clinical Information,https://www.ukbiobank.ac.uk/projects/predicting-preeclampsia-severity-a-machine-learning-approach-using-genomic-data-and-clinical-information/,"Van Lang University, Viet Nam","This research project aims to improve our understanding of preeclampsia, a condition that affects pregnant women and is characterized by high blood pressure and protein…",2161 to 2170 of 6936 results found
217,6,17 December 2024,2024-12-17 00:00:00,Inflammatory bowel disease and risk of immune-related and non-immune-related comorbidities,https://www.ukbiobank.ac.uk/projects/inflammatory-bowel-disease-and-risk-of-immune-related-and-non-immune-related-comorbidities/,"Peking Union Medical College Hospital (PUMCH), China","IBD is a chronic inflammatory disease of the gastrointestinal tract with environmental, genetic, immune and microbiota factors contributing to the pathogenesis. It has been known…",2161 to 2170 of 6936 results found
217,7,16 December 2024,2024-12-16 00:00:00,"Understanding pathophysiology, multimorbidity, and treatment response in chronic inflammatory conditions",https://www.ukbiobank.ac.uk/projects/understanding-pathophysiology-multimorbidity-and-treatment-response-in-chronic-inflammatory-conditions/,"University of Manchester, Great Britain","Chronic inflammatory conditions, which include arthritis, heart disease, and asthma, are the most common causes of death and disability in the UK, and often occur…",2161 to 2170 of 6936 results found
217,8,16 December 2024,2024-12-16 00:00:00,Discovery of new gene variants that contribute to human disease,https://www.ukbiobank.ac.uk/projects/discovery-of-new-gene-variants-that-contribute-to-human-disease/,"SA Pathology, Australia","For every gene, there are several different versions that someone could have, which we call variants (also known as mutations). Many variants do not change…",2161 to 2170 of 6936 results found
217,9,16 December 2024,2024-12-16 00:00:00,Investigating Sleep Disorders and Their Connection to Age-Related Diseases,https://www.ukbiobank.ac.uk/projects/investigating-sleep-disorders-and-their-connection-to-age-related-diseases/,"Chinese PLA General Hospital, China","Our research focuses on exploring the connections between sleep disorders and age-related diseases. We aim to investigate how various associated factors, including biological behavior, lifestyle…",2161 to 2170 of 6936 results found
