app_id,start_date,month,pre_post_july_2024,title,institution,website_url,HIGH_SENSITIVITY,LOWER_SENSITIVITY_COMPARISON,LOW_STRICT,hs_wes_wgs_sequence,hs_s3_direct,hs_s3_text,hs_o2_field,hs_restricted_field,linked_field_count,linked_s3_field_count,linked_s3_field_count_timing_conservative,linked_o2_field_count,linked_restricted_field_count,field_debut_after_project_start,field_debut_after_project_start_ids,control_layer,control_evidence_type,control_matched_term,control_inferred_product,previous_classification,previous_confidence,legacy_route_modalities,already_rap_modalities,hs_sequence_product_term,hs_sequence_product_source,hs_sequence_product_excerpt,hs_s3_text_term,hs_s3_text_source,hs_s3_text_source_field_ids,hs_s3_text_source_field_titles,hs_s3_text_family,hs_s3_text_excerpt,evidence_source,evidence_detail,classification_reason
33693,2018-08-06,2018-08,pre_july_2024,"Activity data as an input to EPSRC funded project ?The Wearable Clinic: Connecting Health, Self and Care?",University of Manchester,https://www.ukbiobank.ac.uk/projects/activity-data-as-an-input-to-epsrc-funded-project-the-wearable-clinic-connecting-health-self-and-care/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33722,2018-09-25,2018-09,pre_july_2024,Identifying precision drug treatments by linking phenotype and genotype in drug response,Stanford University,https://www.ukbiobank.ac.uk/projects/identifying-precision-drug-treatments-by-linking-phenotype-and-genotype-in-drug-response/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33751,2019-05-30,2019-05,pre_july_2024,Applying Deep Learning to Understand Disease-Genotype Relationships,Illumina Inc.,https://www.ukbiobank.ac.uk/projects/applying-deep-learning-to-understand-disease-genotype-relationships/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33883,2019-02-22,2019-02,pre_july_2024,Multiscale regulation of motor activity and the risk for Alzheimer's disease,Brigham and Womens Hospital,https://www.ukbiobank.ac.uk/projects/multiscale-regulation-of-motor-activity-and-the-risk-for-alzheimers-disease/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33896,2019-03-25,2019-03,pre_july_2024,Using genetic data in drug target discovery and validation,European Bioinformatics Institute (EBI),https://www.ukbiobank.ac.uk/projects/using-genetic-data-in-drug-target-discovery-and-validation/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33906,2018-09-03,2018-09,pre_july_2024,Investigating the Aetiology of Oesophageal and Gastric Cancers:The Role of Hormones,Imperial College London,https://www.ukbiobank.ac.uk/projects/investigating-the-aetiology-of-oesophageal-and-gastric-cancersthe-role-of-hormones/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,PHYSICAL_MEASURES,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES,only strict low-granularity legacy modality evidence and no high flags
33923,2018-04-06,2018-04,pre_july_2024,Genetic risk prediction and variance in diverse populations,University of Pennsylvania,https://www.ukbiobank.ac.uk/projects/genetic-risk-prediction-and-variance-in-diverse-populations/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,PHYSICAL_MEASURES,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=PHYSICAL_MEASURES,only strict low-granularity legacy modality evidence and no high flags
33934,2018-08-06,2018-08,pre_july_2024,Identification of gene-environment interactions and causal pathways for obesogenic cardiometabolic diseases,"University of California, Los Angeles",https://www.ukbiobank.ac.uk/projects/identification-of-gene-environment-interactions-and-causal-pathways-for-obesogenic-cardiometabolic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33952,2019-01-28,2019-01,pre_july_2024,Risk profiles for cancers; polygenic risk scores with and without non-genetic risk factors,University of Oxford,https://www.ukbiobank.ac.uk/projects/risk-profiles-for-cancers-polygenic-risk-scores-with-and-without-non-genetic-risk-factors/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33975,2018-07-17,2018-07,pre_july_2024,Risk Stratification in Dementia,University of Cambridge,https://www.ukbiobank.ac.uk/projects/risk-stratification-in-dementia/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
33999,2018-06-25,2018-06,pre_july_2024,Identifying and quantifying risk factors for macular disorders using automated approaches to phenotyping,University of Regensburg,https://www.ukbiobank.ac.uk/projects/identifying-and-quantifying-risk-factors-for-macular-disorders-using-automated-approaches-to-phenotyping/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34008,2018-06-25,2018-06,pre_july_2024,Study of the genetics of complex traits,MyHeritage Ltd.,https://www.ukbiobank.ac.uk/projects/study-of-the-genetics-of-complex-traits/,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,MEDIUM,ENVIRONMENT_GEOSPATIAL,,,,,,,,,,,Stage 3 low-granularity legacy modality,legacy_modalities=ENVIRONMENT_GEOSPATIAL,only strict low-granularity legacy modality evidence and no high flags
34031,2018-04-06,2018-04,pre_july_2024,"Integrative study of genomic, environmental, and clinical factors for cardio-metabolic diseases",Emory University,https://www.ukbiobank.ac.uk/projects/integrative-study-of-genomic-environmental-and-clinical-factors-for-cardio-metabolic-diseases/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34077,2018-10-24,2018-10,pre_july_2024,Building and evaluating multivariate statistical machine learning methods for knowledge extraction from the UK Biobank,University of Oxford,https://www.ukbiobank.ac.uk/projects/building-and-evaluating-multivariate-statistical-machine-learning-methods-for-knowledge-extraction-from-the-uk-biobank/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34096,2018-06-12,2018-06,pre_july_2024,Machine learning of disease incubation signatures,"Janssen Research And Development, LLC",https://www.ukbiobank.ac.uk/projects/machine-learning-of-disease-incubation-signatures/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,LINKED_HEALTH_RECORDS,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34175,2019-02-04,2019-02,pre_july_2024,Identify biomarkers for distinguishing different mental disorders using brain images and their associations with genetic risk,Georgia State University,https://www.ukbiobank.ac.uk/projects/identify-biomarkers-for-distinguishing-different-mental-disorders-using-brain-images-and-their-associations-with-genetic-risk/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,brain MRI,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +36 more,Brain MRI/imaging,...image-based biomarkers and disease-specific genetic variants for distinguishing different brain disorders since some mental disorders currently diagnosed using clinical symptoms have similar symptoms and shared risk genes. We will work on data of T1 and T2 brain MR...,S3-derived application text,schema27_notes term=brain MRI field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
34201,2019-05-08,2019-05,pre_july_2024,Epigenomics-mediated blood pressure and QT GWAS,NYU Grossman School of Medicine,https://www.ukbiobank.ac.uk/projects/epigenomics-mediated-blood-pressure-and-qt-gwas/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,C6,broader_contextual_sequence_evidence,rare coding variants / coding variation,Likely WES/WGS coding variant analysis,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|PHYSICAL_MEASURES,,WES,control_inferred_product,Likely WES/WGS coding variant analysis,,,,,,,explicit WES/WGS or sequence-product evidence,control_inferred_product=WES,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
34217,2018-09-03,2018-09,pre_july_2024,Phenotypic annotation of common SCZ risk variant combinations,Max Planck Institute of Psychiatry,https://www.ukbiobank.ac.uk/projects/phenotypic-annotation-of-common-scz-risk-variant-combinations/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34229,2018-02-22,2018-02,pre_july_2024,Utilizing the UK Biobank Genetic and Phenotypic Data to Investigate and Further Define the Role of Functional Genetic Variation in Human Health and Disease in Support of Therapeutic Discovery,Empirico Inc,https://www.ukbiobank.ac.uk/projects/utilizing-the-uk-biobank-genetic-and-phenotypic-data-to-investigate-and-further-define-the-role-of-functional-genetic-variation-in-human-health-and-disease-in-support-of-therapeutic-discovery/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,UNCLEAR,LOW,,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34303,2018-07-02,2018-07,pre_july_2024,Stratification of neurodegenerative disease patients using genetic architecture consisting of genomic and digital health records.,Korea Institute of Science and Technology Information,https://www.ukbiobank.ac.uk/projects/stratification-of-neurodegenerative-disease-patients-using-genetic-architecture-consisting-of-genomic-and-digital-health-records/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|IMAGING|LINKED_HEALTH_RECORDS,,,,,heart MRI,schema27_notes,20207; 20208; 20209; 1020207; 1020208; 1020209; 2020207; 2020208; 2020209,Scout images for heart MRI - DICOM; Long axis heart images - DICOM; Short axis heart images - DICOM; EMBARGOED UNLINKED : Scout images for heart MRI - DICOM; EMBARGOED UNLINKED : Long axis heart images - DICOM; EMBARGOED UNLINKED : Short axis heart images - DICOM; EMBARGOED LINKED : Scout images for heart MRI - DICOM; EMBARGOED LINKED : Long axis heart images - DICOM; EMBARGOED LINKED : Short axis heart images - DICOM,Cardiac MRI/imaging,"...e diseases, dementia and associated comorbid conditions including Alzheimer, hypertensive heart disease, and Parkinson will be primarily investigated. Dementia is a broad category of brain disease that causes gradual decrease in the ability of cognition and daily f...",S3-derived application text,schema27_notes term=heart MRI field_family=Cardiac MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
34374,2017-02-01,2017-02,pre_july_2024,Risk factors and biomarkers for the development and early diagnosis of upper gastro-intestinal cancers,Queen's University Belfast,https://www.ukbiobank.ac.uk/projects/risk-factors-and-biomarkers-for-the-development-and-early-diagnosis-of-upper-gastro-intestinal-cancers/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|LINKED_HEALTH_RECORDS|QUESTIONNAIRES_ASSESSMENT,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34390,2019-01-09,2019-01,pre_july_2024,Systematic identification into the genetic basis of malignancies affecting the upper gastrointestinal tract,Philipps University of Marburg,https://www.ukbiobank.ac.uk/projects/systematic-identification-into-the-genetic-basis-of-malignancies-affecting-the-upper-gastrointestinal-tract/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,GENOTYPING_IMPUTATION|LINKED_HEALTH_RECORDS|PHYSICAL_MEASURES,,,,,,,,,,,lower-sensitivity comparison complement,,no identified high evidence under the observable proxy
34405,2018-09-14,2018-09,pre_july_2024,Analysis and computational method development towards unravelling and better understanding genetic variation underlying cardiovascular and haematological complex traits,University of Oxford,https://www.ukbiobank.ac.uk/projects/analysis-and-computational-method-development-towards-unravelling-and-better-understanding-genetic-variation-underlying-cardiovascular-and-haematological-complex-traits/,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|PHYSICAL_MEASURES|QUESTIONNAIRES_ASSESSMENT,,genome sequence/data,schema27_notes,"...n through novel statistical and computational method development, and evaluation of whole-genome genotypes and cardiovascular and haematological traits. These efforts are expected to provide insights into the identification of new disease genes and druggable pathway...",,,,,,,explicit WES/WGS or sequence-product evidence,schema27_notes=genome sequence/data,"concrete WES/WGS, sequence data, or sequence-product term in observable evidence"
34479,2018-06-12,2018-06,pre_july_2024,Joint analysis of abdominal and cerebral morphology in diabetes,Ludwig Maximilian University of Munich,https://www.ukbiobank.ac.uk/projects/joint-analysis-of-abdominal-and-cerebral-morphology-in-diabetes/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,BIOMARKERS_ASSAYS|GENOTYPING_IMPUTATION|IMAGING,,,,,brain scans,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +36 more,Brain MRI/imaging,"...parately analyzed associations between diabetes and the morphology of the abdomen and the brain, while we want to take advantage of the UK biobank whole-body imaging protocol and study them jointly. We will further integrate genetic risk loci for diabetes in the an...",S3-derived application text,schema27_notes term=brain scans field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
34507,2018-12-18,2018-12,pre_july_2024,The inverse link between incidence rates of cancer and Alzheimer's disease: comparing spurious and causal explanations to illuminate the causes of Alzheimer's disease.,"University of California, San Francisco",https://www.ukbiobank.ac.uk/projects/the-inverse-link-between-incidence-rates-of-cancer-and-alzheimers-disease-comparing-spurious-and-causal-explanations-to-illuminate-the-causes-of-alzheimers-disease/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,NEWLY_RAP_BOUND,HIGH,IMAGING,,,,,brain imaging,schema27_notes,20215; 20216; 20217; 20218; 20219; 20220; 20221; 20225; 20227; 20249; 20250; 20251; 20252; 20253; 20266; 26300; 31219; 31220; 31221; 31222; 31223; 31224; 31225; 31226; 31227; 31228; 31229; 31230; 31231; 31232; 31233; 31234; 31235; 31236; 31237; 31238; 31239; 31240; 31241; 31242; 31243; 31244; 1020215; 1020216; 1020217; 1020218; 1020219; 1020220; 1020221; 1020225; 1020227; 1020249; 1020250; 1020251; 1020252; 1020253; 1020266; 1026300; 2020215; 2020216; 2020217; 2020218; 2020219; 2020220; 2020221; 2020225; 2020227; 2020249; 2020250; 2020251; 2020252; 2020253; 2020266; 2026300,Scout images for brain scans - DICOM; T1 structural brain images - DICOM; Functional brain images - task - DICOM; Multiband diffusion brain images - DICOM; Susceptibility weighted brain images - DICOM; T2 FLAIR structural brain images - DICOM; T2/PD brain images - DICOM; Functional brain images - resting - DICOM; Functional brain images - resting - NIFTI; Functional brain images - task - NIFTI; Multiband diffusion brain images - NIFTI; Susceptibility weighted brain images - NIFTI; ... +62 more,Brain MRI/imaging,...oals of the UK Biobank. We will show how cognitive changes across repeated interviews and brain imaging markers of AD in the UK Biobank relate to cancer diagnoses and genetic risk for cancer.,S3-derived application text,schema27_notes term=brain imaging field_family=Brain MRI/imaging,application text matched high-precision term derived from the 199 s3 Schema 1 fields
